tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
B1,4,0.5,0,0.17857143,0.5,0.32142857
B1,4,0.55357143,0,0.16071429,0.55357143,0.28571429
B1,4,0.57142857,0,0.17857143,0.57142857,0.25
B1,4,0.6005291,0,0.20039683,0.6005291,0.19907407
B1,3,0.45767196,0.125,0.34325397,0.45767196,0.07407407
A2,4,0.53571429,0.21428571,0.53571429,0.25,0
A2,3,0.46428571,0.375,0.46428571,0.10714286,0.05357143
B2,4,0.57881773,0.57881773,0.28140394,0,0.13977833
B2,3,0.52524631,0.52524631,0.12068966,0.10714286,0.24692118
A1,4,0.42857143,0.32142857,0,0.25,0.42857143
A1,4,0.58928571,0.16071429,0,0.25,0.58928571
A1,4,0.66071429,0.125,0,0.21428571,0.66071429
A1,3,0.46428571,0.05357143,0.10714286,0.375,0.46428571
B1,4,0.625,0,0.16071429,0.625,0.21428571
B1,4,0.58928571,0,0.17857143,0.58928571,0.23214286
B1,4,0.58928571,0,0.21428571,0.58928571,0.19642857
B1,3,0.48214286,0.08928571,0.375,0.48214286,0.05357143
A2,3,0.5,0.26785714,0.5,0.125,0.10714286
B2,4,0.53571429,0.53571429,0.28571429,0,0.17857143
B2,4,0.625,0.625,0.17857143,0,0.19642857
B2,3,0.55357143,0.55357143,0.10714286,0,0.33928571
B2,2,0.5,0.5,0,0.07142857,0.42857143
A1,4,0.42857143,0.41071429,0,0.16071429,0.42857143
A1,3,0.38095238,0.19642857,0.09259259,0.33002646,0.38095238
B1,4,0.43716931,0,0.23544974,0.43716931,0.32738095
B1,4,0.42857143,0,0.25,0.42857143,0.32142857
B1,4,0.42857143,0,0.21428571,0.42857143,0.35714286
B1,4,0.5,0,0.19642857,0.5,0.30357143
B1,4,0.60714286,0,0.16071429,0.60714286,0.23214286
B1,4,0.59986772,0,0.18253968,0.59986772,0.21759259
B1,4,0.58201058,0,0.20039683,0.58201058,0.21759259
