tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
B1,3,0.33035714,0.24107143,0.1875,0.33035714,0.24107143
B1,2,0.28571429,0.27678571,0.19642857,0.28571429,0.24107143
B2,2,0.3125,0.3125,0.20535714,0.26785714,0.21428571
B2,2,0.32142857,0.32142857,0.23214286,0.26785714,0.17857143
B2,2,0.28571429,0.28571429,0.25,0.26785714,0.19642857
B1,3,0.28571429,0.20535714,0.24107143,0.28571429,0.26785714
B1,3,0.34821429,0.13392857,0.1875,0.34821429,0.33035714
A1,4,0.39285714,0.16964286,0.08928571,0.34821429,0.39285714
A1,4,0.39285714,0.23214286,0.07142857,0.30357143,0.39285714
B1,3,0.40178571,0.17857143,0.11607143,0.40178571,0.30357143
B1,3,0.41964286,0.16964286,0.16071429,0.41964286,0.25
B1,4,0.33928571,0.16071429,0.27678571,0.33928571,0.22321429
A2,2,0.33035714,0.16964286,0.33035714,0.28571429,0.21428571
A2,1,0.28571429,0.22321429,0.28571429,0.23214286,0.25892857
A1,4,0.28571429,0.25892857,0.22321429,0.23214286,0.28571429
A1,4,0.32142857,0.23214286,0.16964286,0.27678571,0.32142857
A1,4,0.32142857,0.22321429,0.14285714,0.3125,0.32142857
A1,4,0.41071429,0.16071429,0.13392857,0.29464286,0.41071429
A1,4,0.35714286,0.19642857,0.16071429,0.28571429,0.35714286
A1,4,0.28571429,0.25,0.23214286,0.23214286,0.28571429
A1,3,0.30357143,0.1875,0.22321429,0.28571429,0.30357143
B1,4,0.44642857,0.17857143,0.16964286,0.44642857,0.20535714
B1,4,0.32142857,0.15178571,0.22321429,0.32142857,0.30357143
A1,3,0.375,0.125,0.23214286,0.26785714,0.375
A1,4,0.32142857,0.13392857,0.25892857,0.28571429,0.32142857
A1,4,0.35548942,0.20965608,0.23511905,0.19973545,0.35548942
B1,3,0.33366402,0.19179894,0.19940476,0.33366402,0.27513228
B1,3,0.36607143,0.21428571,0.20535714,0.36607143,0.21428571
A1,4,0.35714286,0.28571429,0.1875,0.16964286,0.35714286
A1,4,0.35714286,0.25,0.23214286,0.16071429,0.35714286
A1,4,0.32142857,0.21428571,0.19642857,0.26785714,0.32142857
A1,3,0.29464286,0.24107143,0.1875,0.27678571,0.29464286
B1,4,0.26785714,0.22321429,0.25892857,0.26785714,0.25
B1,4,0.3125,0.16071429,0.25892857,0.3125,0.26785714
B1,4,0.34821429,0.125,0.22321429,0.34821429,0.30357143
A1,3,0.36607143,0.14285714,0.19642857,0.29464286,0.36607143
A1,3,0.40178571,0.13392857,0.13392857,0.33035714,0.40178571
B1,4,0.375,0.17857143,0.09821429,0.375,0.34821429
B1,4,0.29464286,0.19642857,0.25892857,0.29464286,0.25
B1,4,0.30357143,0.14285714,0.27678571,0.30357143,0.27678571
A1,3,0.30357143,0.22321429,0.22321429,0.25,0.30357143
B1,4,0.28571429,0.24107143,0.25892857,0.28571429,0.21428571
B1,3,0.29464286,0.24107143,0.1875,0.29464286,0.27678571
A1,3,0.34821429,0.29464286,0.1875,0.16964286,0.34821429
A1,4,0.36607143,0.17857143,0.16071429,0.29464286,0.36607143
B1,3,0.4375,0.08928571,0.125,0.4375,0.34821429
B1,4,0.38392857,0.125,0.14285714,0.38392857,0.34821429
A1,3,0.38392857,0.11607143,0.15178571,0.34821429,0.38392857
A1,3,0.41964286,0.1875,0.14285714,0.25,0.41964286
A1,3,0.47321429,0.21428571,0.15178571,0.16071429,0.47321429
A1,2,0.30942118,0.2010468,0.20166256,0.28786946,0.30942118
A2,4,0.2820197,0.20997537,0.2820197,0.27894089,0.22906404
B1,3,0.3125,0.1875,0.30357143,0.3125,0.19642857
B1,3,0.34358466,0.27414021,0.24537037,0.34358466,0.13690476
