tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
A1,3,0.52678571,0.00892857,0,0.46428571,0.52678571
B1,4,0.52647783,0.02616995,0,0.52647783,0.44735222
B1,4,0.56034483,0.01724138,0,0.56034483,0.42241379
B1,4,0.6637931,0,0,0.6637931,0.3362069
B1,4,0.57758621,0,0,0.57758621,0.42241379
B1,4,0.53694581,0,0,0.53694581,0.46305419
B1,4,0.625,0,0.00892857,0.625,0.36607143
B1,4,0.54464286,0.04464286,0.00892857,0.54464286,0.40178571
A1,3,0.51600985,0.04464286,0,0.43934729,0.51600985
A1,4,0.58743842,0,0,0.41256158,0.58743842
A1,4,0.51785714,0,0.01785714,0.46428571,0.51785714
B1,4,0.53571429,0,0.01785714,0.53571429,0.44642857
B1,4,0.625,0,0,0.625,0.375
B1,4,0.57142857,0,0,0.57142857,0.42857143
B1,4,0.50800493,0.01724138,0,0.50800493,0.47475369
A1,4,0.49137931,0.02586207,0,0.48275862,0.49137931
A1,4,0.56034483,0.03448276,0.01724138,0.38793103,0.56034483
A1,3,0.50800493,0.02586207,0.03509852,0.43103448,0.50800493
B1,4,0.5625,0,0.01785714,0.5625,0.41964286
A1,3,0.49107143,0.02678571,0,0.48214286,0.49107143
A1,3,0.51785714,0.02678571,0.01785714,0.4375,0.51785714
B1,4,0.54464286,0,0.01785714,0.54464286,0.4375
B1,4,0.54464286,0,0,0.54464286,0.45535714
B1,4,0.59821429,0,0.01785714,0.59821429,0.38392857
B1,4,0.59821429,0,0.01785714,0.59821429,0.38392857
B1,4,0.62130542,0,0,0.62130542,0.37869458
B1,4,0.52586207,0.01724138,0.01724138,0.52586207,0.43965517
A1,4,0.52586207,0.01724138,0.01724138,0.43965517,0.52586207
B1,3,0.50862069,0.02586207,0,0.50862069,0.46551724
A1,4,0.49137931,0.04310345,0,0.46551724,0.49137931
A1,4,0.51724138,0.02586207,0,0.45689655,0.51724138
A1,4,0.56219212,0.00862069,0,0.42918719,0.56219212
A1,4,0.58928571,0,0,0.41071429,0.58928571
A1,3,0.60714286,0.00892857,0,0.38392857,0.60714286
A1,3,0.58004926,0.02616995,0.02586207,0.36791872,0.58004926
A1,3,0.52586207,0.01724138,0.03448276,0.42241379,0.52586207
B1,4,0.59482759,0,0.00862069,0.59482759,0.39655172
B1,4,0.67241379,0,0.00862069,0.67241379,0.31896552
B1,4,0.58743842,0,0.04433498,0.58743842,0.3682266
B1,4,0.64285714,0,0.03571429,0.64285714,0.32142857
B1,4,0.72321429,0,0,0.72321429,0.27678571
B1,4,0.67641626,0,0,0.67641626,0.32358374
B1,3,0.52463054,0,0,0.52463054,0.47536946
A1,4,0.60714286,0,0,0.39285714,0.60714286
A1,4,0.63392857,0,0,0.36607143,0.63392857
A1,4,0.60560345,0.03448276,0,0.35991379,0.60560345
A1,4,0.54310345,0.03448276,0,0.42241379,0.54310345
A1,4,0.5,0,0,0.5,0.5
A1,3,0.52678571,0,0,0.47321429,0.52678571
A1,3,0.50892857,0,0,0.49107143,0.50892857
B1,4,0.53571429,0,0.00892857,0.53571429,0.45535714
B1,4,0.59821429,0,0.00892857,0.59821429,0.39285714
B1,4,0.59821429,0,0,0.59821429,0.40178571
B1,4,0.59821429,0,0,0.59821429,0.40178571
B1,4,0.59759852,0,0,0.59759852,0.40240148
A1,4,0.53448276,0.01724138,0,0.44827586,0.53448276
A1,4,0.51724138,0.01724138,0,0.46551724,0.51724138
B1,3,0.50769704,0,0.03571429,0.50769704,0.45658867
A1,4,0.56865764,0.00862069,0.03571429,0.38700739,0.56865764
A1,3,0.56896552,0.00862069,0.01724138,0.40517241,0.56896552
B1,3,0.50923645,0.01785714,0.01724138,0.50923645,0.45566502
B1,4,0.55357143,0.02678571,0,0.55357143,0.41964286
B1,4,0.51785714,0.01785714,0,0.51785714,0.46428571
