tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
A2,3,0.33928571,0.15178571,0.33928571,0.3125,0.19642857
A2,4,0.42857143,0.16071429,0.42857143,0.25892857,0.15178571
A2,4,0.33928571,0.26785714,0.33928571,0.25,0.14285714
B2,4,0.39285714,0.39285714,0.22321429,0.25,0.13392857
B2,3,0.3125,0.3125,0.16071429,0.26785714,0.25892857
A1,4,0.41071429,0.1875,0.125,0.27678571,0.41071429
A1,4,0.38392857,0.15178571,0.13392857,0.33035714,0.38392857
A1,4,0.44675926,0.09953704,0.1276455,0.3260582,0.44675926
A1,3,0.45568783,0.09060847,0.17228836,0.28141534,0.45568783
A1,3,0.39087302,0.13690476,0.1630291,0.30919312,0.39087302
B1,2,0.31812169,0.22619048,0.18981481,0.31812169,0.26587302
B1,2,0.21428571,0.32142857,0.32142857,0.21428571,0.14285714
A2,4,0.46428571,0.26785714,0.46428571,0.10714286,0.16071429
A2,4,0.41071429,0.25892857,0.41071429,0.16964286,0.16071429
A2,4,0.26785714,0.25892857,0.26785714,0.26785714,0.20535714
A1,4,0.38392857,0.13558201,0.20833333,0.27215608,0.38392857
A1,4,0.47321429,0.1087963,0.13690476,0.28108466,0.47321429
A1,4,0.40178571,0.17857143,0.08035714,0.33928571,0.40178571
A1,4,0.33928571,0.16071429,0.16071429,0.33928571,0.33928571
B1,4,0.33035714,0.10714286,0.29464286,0.33035714,0.26785714
A2,4,0.35714286,0.14285714,0.35714286,0.28571429,0.21428571
A2,4,0.33035714,0.19642857,0.33035714,0.22321429,0.25
B2,4,0.29464286,0.29464286,0.25,0.24107143,0.21428571
B2,4,0.32142857,0.32142857,0.20535714,0.21428571,0.25892857
A1,4,0.32142857,0.28571429,0.1875,0.20535714,0.32142857
A1,4,0.3125,0.25892857,0.15178571,0.27678571,0.3125
B1,3,0.35714286,0.16964286,0.14285714,0.35714286,0.33035714
A1,3,0.34821429,0.13392857,0.1875,0.33035714,0.34821429
A1,3,0.33035714,0.14285714,0.20535714,0.32142857,0.33035714
B1,4,0.40178571,0.16071429,0.23214286,0.40178571,0.20535714
B1,3,0.41964286,0.17857143,0.23214286,0.41964286,0.16964286
B1,2,0.32142857,0.20535714,0.24107143,0.32142857,0.23214286
A2,3,0.29464286,0.25892857,0.29464286,0.17857143,0.26785714
A1,3,0.32142857,0.28571429,0.1875,0.20535714,0.32142857
A1,3,0.32142857,0.29464286,0.13392857,0.25,0.32142857
A1,4,0.35714286,0.27678571,0.16071429,0.20535714,0.35714286
A1,4,0.33928571,0.21428571,0.21428571,0.23214286,0.33928571
A2,3,0.36607143,0.1875,0.36607143,0.27678571,0.16964286
A2,3,0.32142857,0.23214286,0.32142857,0.3125,0.13392857
B1,4,0.34821429,0.22321429,0.21428571,0.34821429,0.21428571
A1,3,0.32142857,0.17857143,0.23214286,0.26785714,0.32142857
A1,4,0.33928571,0.15178571,0.24107143,0.26785714,0.33928571
A1,4,0.33035714,0.20535714,0.21428571,0.25,0.33035714
A1,4,0.40079365,0.22652116,0.13492063,0.23776455,0.40079365
A1,4,0.33829365,0.21759259,0.16170635,0.28240741,0.33829365
A1,4,0.3125,0.19642857,0.21428571,0.27678571,0.3125
A1,2,0.33035714,0.14285714,0.22321429,0.30357143,0.33035714
